datetime,Temperature_C,Humidity_percent,Irradiance_Wm2,Solar_Generation_kW
2006-03-12 22:00:00,10.9,63.80500000000001,248.0,0.0
2006-03-12 23:00:00,10.45,65.80000000000001,354.5,0.0
2006-03-13 00:00:00,9.600000000000001,70.33500000000001,213.5,0.0
2006-03-13 01:00:00,8.350000000000001,79.0,123.5,0.0
2006-03-13 02:00:00,7.300000000000001,84.58500000000001,10.5,0.0
2006-03-13 03:00:00,6.95,85.55000000000001,0.0,0.0
2006-03-13 04:00:00,6.75,85.86500000000001,0.0,0.0
2006-03-13 05:00:00,6.6000000000000005,85.95,0.0,0.0
2006-03-13 06:00:00,6.6000000000000005,85.39,0.0,0.8333333333333334
2006-03-13 07:00:00,6.550000000000001,85.64500000000001,0.0,688.3333333333334
2006-03-13 08:00:00,6.4,85.47,0.0,1857.5
2006-03-13 09:00:00,6.25,85.42,0.0,3222.5
2006-03-13 10:00:00,6.2,84.03,0.0,4040.8333333333335
2006-03-13 11:00:00,6.4,81.06,0.0,4782.5
2006-03-13 12:00:00,6.8500000000000005,77.985,0.0,4436.666666666667
2006-03-13 13:00:00,7.050000000000001,74.10000000000001,0.0,4149.166666666667
2006-03-13 14:00:00,7.2,72.68,2.5,2263.333333333333
2006-03-13 15:00:00,8.45,76.745,111.0,1667.4999999999998
2006-03-13 16:00:00,9.9,68.54,315.0,684.1666666666667
2006-03-13 17:00:00,11.3,58.925,534.5,90.83333333333333
2006-03-13 18:00:00,12.3,54.879999999999995,687.5,0.0
2006-03-13 19:00:00,12.9,54.225,717.5,0.0
2006-03-13 20:00:00,13.1,55.28,695.5,0.0
2006-03-13 21:00:00,13.05,56.905,632.0,0.0
2006-03-13 22:00:00,12.8,58.56,403.5,0.0
2006-03-13 23:00:00,12.2,61.08,349.0,0.0
2006-03-14 00:00:00,11.35,65.28999999999999,265.0,0.0
2006-03-14 01:00:00,10.0,73.685,109.5,0.0
2006-03-14 02:00:00,9.0,80.48,10.5,0.0
2006-03-14 03:00:00,8.95,81.94,0.0,0.0
2006-03-14 04:00:00,9.149999999999999,82.67,0.0,0.0
2006-03-14 05:00:00,9.350000000000001,84.485,0.0,0.0
2006-03-14 06:00:00,9.55,85.64500000000001,0.0,0.8333333333333334
2006-03-14 07:00:00,9.75,86.16,0.0,25.000000000000004
2006-03-14 08:00:00,10.0,86.14500000000001,0.0,715.8333333333334
2006-03-14 09:00:00,10.1,87.59,0.0,1234.1666666666667
2006-03-14 10:00:00,10.149999999999999,89.13,0.0,2035.8333333333333
2006-03-14 11:00:00,10.25,90.32,0.0,3191.6666666666665
2006-03-14 12:00:00,10.3,91.2,0.0,3758.3333333333335
2006-03-14 13:00:00,10.25,91.04499999999999,0.0,3960.8333333333335
2006-03-14 14:00:00,10.149999999999999,90.1,1.5,3357.5
2006-03-14 15:00:00,10.4,88.21000000000001,5.0,2879.1666666666665
2006-03-14 16:00:00,10.85,83.75,32.5,1221.6666666666667
2006-03-14 17:00:00,11.35,77.06,329.5,211.66666666666666
2006-03-14 18:00:00,11.95,69.66,498.5,0.0
2006-03-14 19:00:00,12.55,64.785,546.0,0.0
2006-03-14 20:00:00,12.95,62.265,638.5,0.0
2006-03-14 21:00:00,13.0,61.55,661.0,0.0
2006-03-14 22:00:00,12.649999999999999,62.835,558.5,0.0
2006-03-14 23:00:00,12.4,63.615,424.0,0.0
2006-03-15 00:00:00,11.85,66.88499999999999,307.5,0.0
2006-03-15 01:00:00,10.45,76.98,116.5,0.0
2006-03-15 02:00:00,9.0,84.095,6.5,0.0
2006-03-15 03:00:00,8.600000000000001,86.91499999999999,0.0,0.0
2006-03-15 04:00:00,8.600000000000001,88.815,0.0,0.0
2006-03-15 05:00:00,9.4,87.10499999999999,0.0,0.0
2006-03-15 06:00:00,9.7,85.995,0.0,0.0
2006-03-15 07:00:00,9.35,86.795,0.0,296.6666666666667
2006-03-15 08:00:00,8.9,87.13,0.0,1591.6666666666667
2006-03-15 09:00:00,8.65,86.56,0.0,2139.1666666666665
2006-03-15 10:00:00,8.4,86.78,0.0,2138.333333333333
2006-03-15 11:00:00,8.200000000000001,85.96000000000001,0.0,2299.166666666667
2006-03-15 12:00:00,8.1,85.06,0.0,2786.6666666666665
2006-03-15 13:00:00,8.2,82.48,0.0,3117.4999999999995
2006-03-15 14:00:00,8.95,79.305,2.0,2546.6666666666665
2006-03-15 15:00:00,10.8,79.76,50.5,2249.166666666667
2006-03-15 16:00:00,12.649999999999999,70.7,235.5,1578.3333333333333
2006-03-15 17:00:00,12.95,60.519999999999996,262.0,290.8333333333333
2006-03-15 18:00:00,13.75,56.489999999999995,181.0,0.0
2006-03-15 19:00:00,14.350000000000001,54.855000000000004,565.5,0.0
2006-03-15 20:00:00,14.649999999999999,54.385000000000005,593.5,0.0
2006-03-15 21:00:00,14.649999999999999,54.76,470.5,0.0
2006-03-15 22:00:00,14.35,56.095,579.0,0.0
2006-03-15 23:00:00,13.75,58.47,505.0,0.0
2006-03-16 00:00:00,12.55,64.08500000000001,363.0,0.0
2006-03-16 01:00:00,10.65,77.46000000000001,129.0,0.0
2006-03-16 02:00:00,8.7,86.98,7.5,0.0
2006-03-16 03:00:00,8.55,87.555,0.0,0.0
2006-03-16 04:00:00,8.65,86.83000000000001,0.0,0.0
2006-03-16 05:00:00,8.75,86.13,0.0,0.0
2006-03-16 06:00:00,8.75,86.49000000000001,0.0,0.0
2006-03-16 07:00:00,8.8,86.79,0.0,15.833333333333334
2006-03-16 08:00:00,8.850000000000001,87.015,0.0,517.5
2006-03-16 09:00:00,8.75,88.24000000000001,0.0,1479.9999999999998
2006-03-16 10:00:00,8.55,89.875,0.0,1068.3333333333333
2006-03-16 11:00:00,8.45,90.805,0.0,1230.0
2006-03-16 12:00:00,8.4,91.395,0.0,2319.1666666666665
2006-03-16 13:00:00,8.5,90.63,0.0,3014.1666666666665
2006-03-16 14:00:00,9.05,88.785,4.0,2257.5
2006-03-16 15:00:00,9.95,87.015,69.5,1347.5000000000002
2006-03-16 16:00:00,10.55,85.565,241.5,170.0
2006-03-16 17:00:00,11.05,84.475,202.5,13.333333333333334
2006-03-16 18:00:00,11.7,82.04,340.0,0.0
2006-03-16 19:00:00,12.600000000000001,77.57,412.5,0.0
2006-03-16 20:00:00,13.75,71.19,590.0,0.0
2006-03-16 21:00:00,14.55,66.985,489.5,0.0
2006-03-16 22:00:00,14.6,66.505,476.5,0.0
2006-03-16 23:00:00,14.2,68.30000000000001,171.5,0.0
2006-03-17 00:00:00,13.25,73.89000000000001,144.5,0.0
2006-03-17 01:00:00,11.8,84.435,25.0,0.0
2006-03-17 02:00:00,10.6,90.66,6.0,0.0
2006-03-17 03:00:00,10.6,91.545,0.0,0.0
2006-03-17 04:00:00,10.7,91.41,0.0,0.0
2006-03-17 05:00:00,10.7,90.345,0.0,0.0
2006-03-17 06:00:00,10.55,89.66,0.0,0.0
2006-03-17 07:00:00,10.45,89.235,0.0,442.49999999999994
2006-03-17 08:00:00,10.25,90.19,0.0,1153.3333333333333
2006-03-17 09:00:00,9.9,90.83500000000001,0.0,622.4999999999999
2006-03-17 10:00:00,9.649999999999999,90.17500000000001,0.0,1301.6666666666667
2006-03-17 11:00:00,9.45,89.91,0.0,1505.8333333333333
2006-03-17 12:00:00,9.2,89.86500000000001,0.0,2200.833333333333
2006-03-17 13:00:00,9.0,88.92,0.0,2140.8333333333335
2006-03-17 14:00:00,9.3,88.175,6.5,2321.666666666667
2006-03-17 15:00:00,9.850000000000001,88.765,21.5,1882.5
2006-03-17 16:00:00,9.95,87.785,13.5,1423.333333333333
2006-03-17 17:00:00,10.05,85.405,165.0,318.3333333333333
2006-03-17 18:00:00,10.4,81.685,257.5,0.0
2006-03-17 19:00:00,10.9,77.62,341.5,0.0
2006-03-17 20:00:00,11.25,74.215,536.0,0.0
2006-03-17 21:00:00,11.4,72.26,35.0,0.0
2006-03-17 22:00:00,11.4,71.75,278.5,0.0
2006-03-17 23:00:00,11.350000000000001,71.37,207.5,0.0
2006-03-18 00:00:00,11.0,73.045,320.0,0.0
2006-03-18 01:00:00,10.15,78.985,161.5,0.0
2006-03-18 02:00:00,9.1,85.11500000000001,14.5,0.0
2006-03-18 03:00:00,8.65,88.35,0.0,0.0
2006-03-18 04:00:00,8.5,89.91,0.0,0.0
2006-03-18 05:00:00,8.5,90.36,0.0,0.0
2006-03-18 06:00:00,8.55,90.055,0.0,5.833333333333334
2006-03-18 07:00:00,8.700000000000001,89.01,0.0,874.1666666666666
2006-03-18 08:00:00,8.65,88.74000000000001,0.0,2133.3333333333335
2006-03-18 09:00:00,8.350000000000001,89.61,0.0,3239.1666666666665
2006-03-18 10:00:00,8.2,89.45500000000001,0.0,3887.4999999999995
2006-03-18 11:00:00,7.95,89.48500000000001,0.0,4145.000000000001
2006-03-18 12:00:00,7.75,89.41499999999999,0.0,4537.500000000001
2006-03-18 13:00:00,7.5,89.48,0.0,4347.5
2006-03-18 14:00:00,7.75,87.09,13.0,3746.6666666666665
2006-03-18 15:00:00,9.0,80.66,159.5,2811.666666666667
2006-03-18 16:00:00,10.75,70.515,372.5,1588.3333333333333
2006-03-18 17:00:00,12.399999999999999,62.245000000000005,569.0,321.66666666666663
2006-03-18 18:00:00,13.55,57.505,720.5,0.0
2006-03-18 19:00:00,14.149999999999999,55.51,821.0,0.0
2006-03-18 20:00:00,14.3,55.03,439.5,0.0
2006-03-18 21:00:00,14.149999999999999,55.87,713.5,0.0
2006-03-18 22:00:00,13.95,57.035,600.5,0.0
2006-03-18 23:00:00,13.55,58.644999999999996,550.0,0.0
2006-03-19 00:00:00,12.7,63.61,372.0,0.0
2006-03-19 01:00:00,11.25,74.62,164.0,0.0
2006-03-19 02:00:00,9.75,83.11500000000001,15.0,0.0
2006-03-19 03:00:00,9.350000000000001,86.27000000000001,0.0,0.0
2006-03-19 04:00:00,9.1,88.75999999999999,0.0,0.0
2006-03-19 05:00:00,8.9,91.22,0.0,0.0
2006-03-19 06:00:00,8.75,93.225,0.0,6.666666666666667
2006-03-19 07:00:00,8.600000000000001,93.64,0.0,921.6666666666667
2006-03-19 08:00:00,8.75,87.13,0.0,2265.8333333333335
2006-03-19 09:00:00,8.100000000000001,88.065,0.0,3528.333333333334
2006-03-19 10:00:00,7.4,91.33,0.0,4399.999999999999
2006-03-19 11:00:00,6.6000000000000005,93.785,0.0,4827.5
2006-03-19 12:00:00,5.95,93.845,0.0,4971.666666666667
2006-03-19 13:00:00,5.95,90.265,0.0,4703.333333333333
2006-03-19 14:00:00,6.7,84.535,15.0,4086.666666666667
2006-03-19 15:00:00,8.75,74.625,144.0,3152.5
2006-03-19 16:00:00,10.850000000000001,63.33,304.5,1854.9999999999998
2006-03-19 17:00:00,12.8,54.85,534.0,347.5
2006-03-19 18:00:00,14.2,48.58,726.5,0.0
2006-03-19 19:00:00,15.0,46.925,822.0,0.0
2006-03-19 20:00:00,15.4,47.85,854.0,0.0
2006-03-19 21:00:00,15.3,49.84,743.5,0.0
2006-03-19 22:00:00,15.0,51.575,628.5,0.0
2006-03-19 23:00:00,14.399999999999999,53.83,571.5,0.0
2006-03-20 00:00:00,13.3,59.7,376.5,0.0
2006-03-20 01:00:00,11.2,77.33500000000001,166.5,0.0
2006-03-20 02:00:00,9.25,85.065,16.0,0.0
2006-03-20 03:00:00,8.8,87.61,0.0,0.0
2006-03-20 04:00:00,8.3,90.83500000000001,0.0,0.0
2006-03-20 05:00:00,7.75,93.345,0.0,0.0
2006-03-20 06:00:00,7.65,93.68,0.0,0.0
2006-03-20 07:00:00,7.800000000000001,92.75,0.0,58.33333333333333
2006-03-20 08:00:00,7.9,91.41,0.0,561.6666666666666
2006-03-20 09:00:00,8.05,90.45,0.0,633.3333333333334
2006-03-20 10:00:00,8.15,90.21000000000001,0.0,970.8333333333334
2006-03-20 11:00:00,8.15,90.16499999999999,0.0,940.0
2006-03-20 12:00:00,7.95,90.905,0.0,1705.0
2006-03-20 13:00:00,8.05,90.41,0.0,1227.5
2006-03-20 14:00:00,8.8,88.44999999999999,3.5,957.5
2006-03-20 15:00:00,10.0,85.52000000000001,22.5,1583.3333333333333
2006-03-20 16:00:00,10.75,82.965,57.5,245.83333333333334
2006-03-20 17:00:00,11.350000000000001,80.89,67.5,6.666666666666667
2006-03-20 18:00:00,11.45,80.57,207.0,0.0
2006-03-20 19:00:00,11.45,78.86000000000001,117.0,0.0
2006-03-20 20:00:00,11.350000000000001,74.235,370.5,0.0
2006-03-20 21:00:00,11.2,69.72999999999999,179.5,0.0
2006-03-20 22:00:00,10.8,68.595,217.0,0.0
2006-03-20 23:00:00,10.3,69.55000000000001,419.0,0.0
2006-03-21 00:00:00,9.75,71.555,135.0,0.0
2006-03-21 01:00:00,9.0,77.17,161.5,0.0
2006-03-21 02:00:00,8.4,81.36000000000001,14.0,0.0
2006-03-21 03:00:00,8.3,82.84,0.0,0.0
2006-03-21 04:00:00,8.15,84.64000000000001,0.0,0.0
2006-03-21 05:00:00,7.9,86.84,0.0,0.0
2006-03-21 06:00:00,7.65,88.03999999999999,0.0,0.8333333333333334
2006-03-21 07:00:00,7.5,88.36500000000001,0.0,330.8333333333333
2006-03-21 08:00:00,7.45,88.32,0.0,2029.1666666666667
2006-03-21 09:00:00,7.300000000000001,87.745,0.0,738.3333333333333
2006-03-21 10:00:00,6.9,87.45,0.0,507.49999999999994
2006-03-21 11:00:00,6.45,86.425,0.0,1283.3333333333335
2006-03-21 12:00:00,6.4,83.735,0.0,984.1666666666667
2006-03-21 13:00:00,6.800000000000001,81.395,0.0,1459.1666666666667
2006-03-21 14:00:00,7.550000000000001,80.42500000000001,7.5,2804.9999999999995
2006-03-21 15:00:00,9.05,83.42,36.0,1055.0
2006-03-21 16:00:00,9.6,81.65,86.0,967.4999999999999
2006-03-21 17:00:00,10.05,79.14000000000001,154.5,352.50000000000006
2006-03-21 18:00:00,10.55,77.61500000000001,195.5,0.0
2006-03-21 19:00:00,11.1,75.97,290.5,0.0
2006-03-21 20:00:00,11.45,75.495,250.0,0.0
2006-03-21 21:00:00,11.7,75.45,463.0,0.0
2006-03-21 22:00:00,11.95,75.295,302.5,0.0
2006-03-21 23:00:00,12.0,75.64,206.5,0.0
2006-03-22 00:00:00,11.7,77.38,265.0,0.0
2006-03-22 01:00:00,10.55,85.32,129.5,0.0
2006-03-22 02:00:00,8.95,90.34,15.5,0.0
2006-03-22 03:00:00,8.350000000000001,91.25999999999999,0.0,0.0
2006-03-22 04:00:00,7.95,91.425,0.0,0.0
2006-03-22 05:00:00,7.800000000000001,91.02,0.0,0.0
2006-03-22 06:00:00,7.9,89.68,0.0,9.166666666666668
2006-03-22 07:00:00,8.15,88.28999999999999,0.0,796.6666666666667
2006-03-22 08:00:00,8.350000000000001,87.385,0.0,1982.5
2006-03-22 09:00:00,8.4,87.21000000000001,0.0,3165.8333333333335
2006-03-22 10:00:00,8.3,87.595,0.0,3945.0000000000005
2006-03-22 11:00:00,8.0,88.5,0.0,4058.3333333333335
2006-03-22 12:00:00,7.5,90.195,0.0,3861.666666666667
2006-03-22 13:00:00,7.050000000000001,91.035,0.0,3721.666666666666
2006-03-22 14:00:00,7.4,88.59,10.5,2854.1666666666665
2006-03-22 15:00:00,9.4,85.39500000000001,91.0,2205.833333333333
2006-03-22 16:00:00,11.5,77.185,282.0,1370.0
2006-03-22 17:00:00,13.649999999999999,65.16,527.0,251.66666666666666
2006-03-22 18:00:00,15.05,59.675,712.0,0.0
2006-03-22 19:00:00,15.45,58.269999999999996,736.0,0.0
2006-03-22 20:00:00,15.350000000000001,59.129999999999995,703.0,0.0
2006-03-22 21:00:00,15.350000000000001,59.64,676.0,0.0
2006-03-22 22:00:00,15.45,59.67,616.0,0.0
2006-03-22 23:00:00,15.100000000000001,61.525000000000006,458.5,0.0
2006-03-23 00:00:00,14.05,68.15,301.0,0.0
2006-03-23 01:00:00,12.2,81.945,112.0,0.0
2006-03-23 02:00:00,10.5,83.95,13.0,0.0
2006-03-23 03:00:00,10.149999999999999,83.275,0.0,0.0
2006-03-23 04:00:00,10.350000000000001,80.395,0.0,0.0
2006-03-23 05:00:00,10.6,77.8,0.0,0.0
2006-03-23 06:00:00,10.55,77.17500000000001,0.0,13.333333333333334
2006-03-23 07:00:00,10.3,77.855,0.0,1077.5
2006-03-23 08:00:00,10.0,78.91,0.0,2422.5
2006-03-23 09:00:00,9.6,80.49000000000001,0.0,3303.333333333333
2006-03-23 10:00:00,9.2,81.33500000000001,0.0,4070.0000000000005
2006-03-23 11:00:00,8.850000000000001,82.0,0.0,4668.333333333333
2006-03-23 12:00:00,8.350000000000001,83.985,0.0,4816.666666666666
2006-03-23 13:00:00,8.05,86.05,0.0,4631.666666666667
2006-03-23 14:00:00,9.05,84.47500000000001,18.5,4014.9999999999995
2006-03-23 15:00:00,11.350000000000001,77.86500000000001,152.5,3006.6666666666665
2006-03-23 16:00:00,13.65,70.435,385.5,1665.8333333333335
2006-03-23 17:00:00,15.899999999999999,61.53,580.5,302.5
2006-03-23 18:00:00,16.85,58.2,734.0,0.0
2006-03-23 19:00:00,17.35,56.334999999999994,713.0,0.0
2006-03-23 20:00:00,17.6,54.96,764.0,0.0
2006-03-23 21:00:00,17.6,54.2,736.0,0.0
2006-03-23 22:00:00,17.35,54.18,619.5,0.0
2006-03-23 23:00:00,16.55,56.72,571.5,0.0
2006-03-24 00:00:00,15.149999999999999,63.52,300.0,0.0
2006-03-24 01:00:00,12.899999999999999,81.355,128.5,0.0
2006-03-24 02:00:00,10.600000000000001,85.16,17.5,0.0
2006-03-24 03:00:00,9.95,87.345,0.0,0.0
2006-03-24 04:00:00,9.55,90.565,0.0,0.0
2006-03-24 05:00:00,9.4,93.355,0.0,0.0
2006-03-24 06:00:00,9.649999999999999,95.0,0.0,7.5
2006-03-24 07:00:00,9.7,95.25999999999999,0.0,141.66666666666666
2006-03-24 08:00:00,9.8,94.75,0.0,1232.5
2006-03-24 09:00:00,9.649999999999999,95.05,0.0,2633.3333333333335
2006-03-24 10:00:00,9.4,95.37,0.0,2561.6666666666665
2006-03-24 11:00:00,9.1,96.36,0.0,3449.1666666666665
2006-03-24 12:00:00,8.8,97.09,0.0,3133.3333333333335
2006-03-24 13:00:00,9.15,96.11500000000001,0.0,2609.166666666667
2006-03-24 14:00:00,10.6,90.945,10.0,2090.0
2006-03-24 15:00:00,12.95,84.57,120.5,1062.5
2006-03-24 16:00:00,14.7,80.445,267.0,501.6666666666666
2006-03-24 17:00:00,16.5,74.73,365.5,49.166666666666664
2006-03-24 18:00:00,17.55,70.86,493.5,0.0
2006-03-24 19:00:00,17.950000000000003,69.69,621.0,0.0
2006-03-24 20:00:00,18.05,70.66,606.5,0.0
2006-03-24 21:00:00,18.05,71.655,615.0,0.0
2006-03-24 22:00:00,17.75,73.26,416.0,0.0
2006-03-24 23:00:00,17.150000000000002,77.025,297.5,0.0
2006-03-25 00:00:00,16.2,83.305,90.5,0.0
2006-03-25 01:00:00,15.05,90.25999999999999,37.0,0.0
2006-03-25 02:00:00,14.2,93.09,5.0,0.0
2006-03-25 03:00:00,13.850000000000001,93.44,0.0,0.0
2006-03-25 04:00:00,13.649999999999999,93.42,0.0,0.0
2006-03-25 05:00:00,13.6,92.695,0.0,0.0
2006-03-25 06:00:00,13.6,92.45,0.0,2.5
2006-03-25 07:00:00,13.649999999999999,92.1,0.0,133.33333333333334
2006-03-25 08:00:00,13.850000000000001,91.88,0.0,1335.8333333333335
2006-03-25 09:00:00,13.9,92.22,0.0,1734.1666666666667
2006-03-25 10:00:00,13.9,92.31,0.0,3091.666666666667
2006-03-25 11:00:00,13.8,92.61,0.0,3554.9999999999995
2006-03-25 12:00:00,13.6,93.005,0.0,4249.166666666667
2006-03-25 13:00:00,13.25,92.955,0.0,2632.5
2006-03-25 14:00:00,12.75,91.475,5.5,2199.1666666666665
2006-03-25 15:00:00,12.6,88.605,21.5,2403.3333333333335
2006-03-25 16:00:00,13.100000000000001,83.61,97.0,1430.8333333333335
2006-03-25 17:00:00,14.05,75.525,183.0,333.3333333333333
2006-03-25 18:00:00,14.45,68.755,472.0,0.0
2006-03-25 19:00:00,14.5,62.91,660.0,0.0
2006-03-25 20:00:00,14.45,59.269999999999996,543.5,0.0
2006-03-25 21:00:00,14.3,58.84,440.5,0.0
2006-03-25 22:00:00,13.9,61.879999999999995,400.0,0.0
2006-03-25 23:00:00,13.399999999999999,65.945,524.5,0.0
2006-03-26 00:00:00,12.55,70.685,317.0,0.0
2006-03-26 01:00:00,11.399999999999999,76.88,97.5,0.0
2006-03-26 02:00:00,10.45,82.715,9.5,0.0
2006-03-26 03:00:00,9.85,85.89500000000001,0.0,0.0
2006-03-26 04:00:00,9.05,89.07,0.0,0.0
2006-03-26 05:00:00,8.600000000000001,90.765,0.0,0.0
2006-03-26 06:00:00,8.25,92.13,0.0,29.16666666666667
2006-03-26 07:00:00,8.0,93.375,0.0,627.5000000000001
2006-03-26 08:00:00,7.75,94.03999999999999,0.0,1953.3333333333333
2006-03-26 09:00:00,7.55,94.9,0.0,3094.1666666666665
2006-03-26 10:00:00,7.4,95.43,0.0,3352.5000000000005
2006-03-26 11:00:00,7.45,95.345,0.0,3717.5
2006-03-26 12:00:00,7.65,94.515,0.0,3164.1666666666665
2006-03-26 13:00:00,7.9,92.54,0.0,3541.6666666666665
2006-03-26 14:00:00,8.15,89.7,19.0,2895.8333333333335
2006-03-26 15:00:00,9.05,84.315,180.5,2565.8333333333335
2006-03-26 16:00:00,10.7,75.13,371.5,1489.1666666666667
2006-03-26 17:00:00,12.649999999999999,64.475,504.0,318.3333333333333
2006-03-26 18:00:00,14.3,56.144999999999996,625.5,0.0
2006-03-26 19:00:00,15.45,51.96,700.5,0.0
2006-03-26 20:00:00,16.35,49.895,696.0,0.0
2006-03-26 21:00:00,16.8,48.6,677.5,0.0
2006-03-26 22:00:00,16.700000000000003,49.205,594.0,0.0
2006-03-26 23:00:00,16.200000000000003,52.900000000000006,491.0,0.0
2006-03-27 00:00:00,15.350000000000001,61.22,337.0,0.0
2006-03-27 01:00:00,13.45,77.38,170.0,0.0
2006-03-27 02:00:00,11.5,78.19,19.5,0.0
2006-03-27 03:00:00,10.8,79.27,0.0,0.0
2006-03-27 04:00:00,10.6,79.7,0.0,0.0
2006-03-27 05:00:00,10.350000000000001,80.33500000000001,0.0,0.0
2006-03-27 06:00:00,10.2,80.48,0.0,58.33333333333333
2006-03-27 07:00:00,10.1,80.49000000000001,0.0,1111.6666666666665
2006-03-27 08:00:00,9.95,80.59,0.0,2397.5
2006-03-27 09:00:00,9.5,81.815,0.0,3025.8333333333335
2006-03-27 10:00:00,8.7,84.92500000000001,0.0,2395.0
2006-03-27 11:00:00,8.0,88.41499999999999,0.0,2231.666666666667
2006-03-27 12:00:00,7.2,93.62,0.0,2467.5
2006-03-27 13:00:00,6.800000000000001,96.905,0.0,1090.8333333333333
2006-03-27 14:00:00,8.2,92.19,20.0,582.5
2006-03-27 15:00:00,10.899999999999999,84.295,137.0,340.8333333333333
2006-03-27 16:00:00,12.0,80.54,349.0,53.333333333333336
2006-03-27 17:00:00,12.65,78.92500000000001,511.0,1.6666666666666667
2006-03-27 18:00:00,13.05,76.79,367.0,0.0
2006-03-27 19:00:00,13.350000000000001,73.13,430.0,0.0
2006-03-27 20:00:00,13.45,71.28999999999999,419.5,0.0
2006-03-27 21:00:00,13.15,71.995,196.0,0.0
2006-03-27 22:00:00,12.55,76.105,112.5,0.0
2006-03-27 23:00:00,11.55,78.315,67.5,0.0
2006-03-28 00:00:00,10.9,83.19,30.0,0.0
2006-03-28 01:00:00,11.0,84.94,16.5,0.0
2006-03-28 02:00:00,11.4,86.15,7.5,0.0
2006-03-28 03:00:00,11.75,88.505,0.0,0.0
2006-03-28 04:00:00,11.9,90.16,0.0,0.0
2006-03-28 05:00:00,11.850000000000001,91.16,0.0,0.0
2006-03-28 06:00:00,11.75,91.6,0.0,0.0
2006-03-28 07:00:00,11.6,91.855,0.0,67.5
2006-03-28 08:00:00,11.55,91.64,0.0,732.4999999999999
2006-03-28 09:00:00,11.5,91.54,0.0,1510.8333333333333
2006-03-28 10:00:00,11.5,91.23,0.0,1644.1666666666667
2006-03-28 11:00:00,11.45,91.05,0.0,2531.6666666666665
2006-03-28 12:00:00,11.25,91.00999999999999,0.0,1532.5
2006-03-28 13:00:00,10.95,90.03999999999999,0.0,1088.3333333333335
2006-03-28 14:00:00,10.8,88.74000000000001,15.5,500.83333333333337
2006-03-28 15:00:00,11.05,87.57,105.0,206.66666666666666
2006-03-28 16:00:00,11.4,85.45,142.5,365.0
2006-03-28 17:00:00,11.9,81.345,400.0,141.66666666666666
2006-03-28 18:00:00,12.45,76.67500000000001,559.5,0.0
2006-03-28 19:00:00,12.9,73.34,553.0,0.0
2006-03-28 20:00:00,13.05,72.605,284.5,0.0
2006-03-28 21:00:00,12.85,74.065,194.5,0.0
2006-03-28 22:00:00,12.25,77.565,62.0,0.0
2006-03-28 23:00:00,11.5,81.75999999999999,111.0,0.0
2006-03-29 00:00:00,10.85,84.705,156.0,0.0
2006-03-29 01:00:00,10.2,86.175,116.0,0.0
2006-03-29 02:00:00,9.05,88.50999999999999,11.0,0.0
2006-03-29 03:00:00,8.15,89.2,0.0,0.0
2006-03-29 04:00:00,7.6,89.46000000000001,0.0,0.0
2006-03-29 05:00:00,7.300000000000001,89.71000000000001,0.0,0.0
2006-03-29 06:00:00,7.5,88.66499999999999,0.0,5.833333333333334
2006-03-29 07:00:00,8.35,86.64500000000001,0.0,654.9999999999999
2006-03-29 08:00:00,9.25,85.285,0.0,392.5
2006-03-29 09:00:00,9.649999999999999,85.795,0.0,1116.6666666666667
2006-03-29 10:00:00,9.7,87.18,0.0,1769.1666666666667
2006-03-29 11:00:00,9.75,87.955,0.0,2216.666666666667
2006-03-29 12:00:00,9.8,88.64,0.0,2139.1666666666665
2006-03-29 13:00:00,10.0,88.83,0.0,1260.8333333333333
2006-03-29 14:00:00,10.3,89.135,11.5,2460.8333333333335
2006-03-29 15:00:00,10.75,89.13499999999999,16.5,1669.1666666666667
2006-03-29 16:00:00,11.35,88.09,17.0,1153.3333333333333
2006-03-29 17:00:00,11.95,84.05,74.5,272.5
2006-03-29 18:00:00,12.5,78.63499999999999,117.5,0.0
2006-03-29 19:00:00,12.850000000000001,74.905,238.5,0.0
2006-03-29 20:00:00,13.2,72.88,645.5,0.0
2006-03-29 21:00:00,13.5,72.02,543.0,0.0
2006-03-29 22:00:00,13.7,71.82000000000001,574.5,0.0
2006-03-29 23:00:00,13.6,72.65,499.0,0.0
2006-03-30 00:00:00,13.05,75.055,404.5,0.0
2006-03-30 01:00:00,11.95,82.745,167.0,0.0
2006-03-30 02:00:00,10.55,90.27000000000001,26.5,0.0
2006-03-30 03:00:00,9.95,92.68,0.0,0.0
2006-03-30 04:00:00,9.8,91.79,0.0,0.0
2006-03-30 05:00:00,10.0,89.92,0.0,0.0
2006-03-30 06:00:00,10.4,88.11,0.0,0.8333333333333334
2006-03-30 07:00:00,10.3,87.975,0.0,517.5
2006-03-30 08:00:00,9.9,88.935,0.0,1491.6666666666665
2006-03-30 09:00:00,9.649999999999999,89.205,0.0,1910.0
2006-03-30 10:00:00,9.45,89.4,0.0,1581.6666666666667
2006-03-30 11:00:00,9.2,89.88499999999999,0.0,1540.8333333333333
2006-03-30 12:00:00,9.0,89.77,0.0,2210.0
2006-03-30 13:00:00,9.2,88.82,0.0,1842.5
2006-03-30 14:00:00,9.95,86.78,16.0,1788.3333333333333
2006-03-30 15:00:00,11.45,84.72,84.0,1105.8333333333333
2006-03-30 16:00:00,12.65,78.385,257.5,72.5
2006-03-30 17:00:00,14.0,68.475,330.5,0.8333333333333334
